web-scraper-order,web-scraper-start-url,Brands,Brands-href,Models,Models-href,Pages,Pages-href,Model,Network Technology,Announced,Status,Dimensions,Weight,Build,SIM,IP Rating,Display Type,Display Size,Display Resolution,Display Protection,Operating Software,Chipset,CPU,GPU,SD Card Slot,Internal Storage,Storage Type,Number of Rear Cameras,Camera,Camera Features,Rear Video,Number of Selfie Cameras,Selfie Features,Selfie Video,Headphone Jack,WLAN Technology,Bluetooth,NFC,Radio,USB,Sensors,UWB,Battery,Charging,Colors,Loudspeaker,Battery Life,Price,Approx Price
"1672847323-16374","https://www.gsmarena.com/makers.php3","Samsung
1348 devices","https://www.gsmarena.com/samsung-phones-9.php","Galaxy Tab S 10.5","https://www.gsmarena.com/samsung_galaxy_tab_s_10_5-6438.php","5","https://www.gsmarena.com/samsung-phones-f-9-0-p5.php","Samsung Galaxy Tab S 10.5","No cellular connectivity","2014, June. Released 2014, July","Discontinued","247.3 x 177.3 x 6.6 mm (9.74 x 6.98 x 0.26 in)","465 g (1.03 lb)","null","No","null","Super AMOLED","10.5 inches, 319.7 cm2 (~72.9% screen-to-body ratio)","2560 x 1600 pixels, 16:10 ratio (~288 ppi density)","null","Android 4.4.2 (KitKat), upgradable to 6.0.1 (Marshmallow), TouchWiz UI","Exynos 5420 Octa (28 nm)","Octa-core (4x1.9 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7)","Mali-T628 MP6","microSDXC (dedicated slot)","16GB 3GB RAM, 32GB 3GB RAM","null","Single","8 MP, AF","LED flash, panorama, HDR","1080p@30fps","Single","null","","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, LE","No","No","microUSB 2.0 (MHL 2.1), OTG","Fingerprint (front-mounted), accelerometer, gyro, compass","null","Li-Ion 7900 mAh, non-removable","null","Dazzling White, Titanium Bronze","Voice 70dB / Noise 65dB / Ring 75dB","null","null","About 370 EUR"
"1672847326-16375","https://www.gsmarena.com/makers.php3","Samsung
1348 devices","https://www.gsmarena.com/samsung-phones-9.php","Galaxy Tab S 10.5 LTE","https://www.gsmarena.com/samsung_galaxy_tab_s_10_5_lte-6235.php","5","https://www.gsmarena.com/samsung-phones-f-9-0-p5.php","Samsung Galaxy Tab S 10.5 LTE","GSM / HSPA / LTE","2014, June. Released 2014, July","Discontinued","247.3 x 177.3 x 6.6 mm (9.74 x 6.98 x 0.26 in)","467 g (1.03 lb)","null","Micro-SIM","null","Super AMOLED","10.5 inches, 319.7 cm2 (~72.9% screen-to-body ratio)","2560 x 1600 pixels, 16:10 ratio (~288 ppi density)","null","Android 4.4.2 (KitKat), upgradable to 6.0 (Marshmallow), TouchWiz UI","Qualcomm Snapdragon 800 (28 nm)
Exynos 5420 Octa (28 nm)","Quad-core 2.3 GHz Krait 400 (S800)
Quad-core 1.9GHz Cortex-A15 & quad-core 1.3 GHz Cortex-A7 (Exynos 5420)","Adreno 330 (S800)
Mali-T628MP6 (Exynos 5420)","microSDXC (dedicated slot)","16GB 3GB RAM, 32GB 3GB RAM","eMMC 4.5","Single","8 MP, AF","LED flash, panorama, HDR","1080p@30fps","Single","null","","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, LE","No","No","microUSB 2.0 (MHL 2.1), OTG","Fingerprint (front-mounted), accelerometer, gyro, compass","null","Li-Ion 7900 mAh, non-removable","null","Dazzling White, Titanium Bronze","Voice 70dB / Noise 65dB / Ring 75dB","null","null","About 440 EUR"
"1672847328-16376","https://www.gsmarena.com/makers.php3","Samsung
1348 devices","https://www.gsmarena.com/samsung-phones-9.php","Galaxy Tab S 8.4","https://www.gsmarena.com/samsung_galaxy_tab_s_8_4-6439.php","5","https://www.gsmarena.com/samsung-phones-f-9-0-p5.php","Samsung Galaxy Tab S 8.4","No cellular connectivity","2014, June. Released 2014, July","Discontinued","212.8 x 125.6 x 6.6 mm (8.38 x 4.94 x 0.26 in)","294 g (10.37 oz)","null","No","null","Super AMOLED","8.4 inches, 204.6 cm2 (~76.5% screen-to-body ratio)","1600 x 2560 pixels, 16:10 ratio (~359 ppi density)","null","Android 4.4.2 (KitKat), upgradable to 6.0 (Marshmallow), TouchWiz UI","Exynos 5420 Octa (28 nm)","Octa-core (4x1.9 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7)","Mali-T628 MP6","microSDXC (dedicated slot)","16GB 3GB RAM, 32GB 3GB RAM","null","Single","8 MP, AF","LED flash","1080p@30fps","Single","null","","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, LE","No","No","microUSB 2.0 (MHL), OTG","Fingerprint (front-mounted), accelerometer, gyro, compass","ANT+","Li-Ion 4900 mAh, non-removable","null","Dazzling White, Titanium Bronze","Voice 68dB / Noise 66dB / Ring 75dB","null","null","About 300 EUR"
"1672847330-16377","https://www.gsmarena.com/makers.php3","Samsung
1348 devices","https://www.gsmarena.com/samsung-phones-9.php","Galaxy Tab S 8.4 LTE","https://www.gsmarena.com/samsung_galaxy_tab_s_8_4_lte-6435.php","5","https://www.gsmarena.com/samsung-phones-f-9-0-p5.php","Samsung Galaxy Tab S 8.4 LTE","GSM / HSPA / LTE","2014, June. Released 2014, July","Discontinued","212.8 x 125.6 x 6.6 mm (8.38 x 4.94 x 0.26 in)","298 g (10.51 oz)","Glass front, plastic back, plastic frame","Micro-SIM","null","Super AMOLED","8.4 inches, 204.6 cm2 (~76.5% screen-to-body ratio)","1600 x 2560 pixels, 16:10 ratio (~359 ppi density)","null","Android 4.4.2 (KitKat), upgradable to 6.0 (Marshmallow), TouchWiz UI","Qualcomm Snapdragon 800 (28 nm)
Exynos Octa 5420 (28 nm)","Quad-core 2.3 GHz Krait 400 (S800)
Quad-core 1.9GHz Cortex-A15 & quad-core 1.3 GHz Cortex-A7 (Exynos 5420)","Adreno 330 (S800)
Mali-T628MP6 (Exynos 5420)","microSDXC (dedicated slot)","16GB 3GB RAM, 32GB 3GB RAM","eMMC 4.5","Single","8 MP, AF","LED flash","1080p@30fps","Single","null","","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, LE","No","No","microUSB 2.0 (MHL), OTG","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","ANT+","Li-Ion 4900 mAh, non-removable","null","Dazzling White, Titanium Bronze","Voice 68dB / Noise 66dB / Ring 75dB","null","null","About 370 EUR"
"1672847332-16378","https://www.gsmarena.com/makers.php3","Samsung
1348 devices","https://www.gsmarena.com/samsung-phones-9.php","Galaxy S5 LTE-A G906S","https://www.gsmarena.com/samsung_galaxy_s5_lte_a_g906s-6450.php","5","https://www.gsmarena.com/samsung-phones-f-9-0-p5.php","Samsung Galaxy S5 LTE-A G906S","GSM / HSPA / LTE","2014, June. Released 2014, July","Discontinued","142 x 72.5 x 8.1 mm (5.59 x 2.85 x 0.32 in)","145 g (5.11 oz)","null","Micro-SIM","IP67 dust/water resistant (up to 1m for 30 mins)","Super AMOLED","5.1 inches, 71.5 cm2 (~69.4% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~577 ppi density)","Corning Gorilla Glass 3","Android 4.4.2 (KitKat), upgradable to 6.0.1 (Marshmallow), TouchWiz UI","Qualcomm APQ8084 Snapdragon 805 (28 nm)","Quad-core 2.5 GHz Krait 450","Adreno 420","microSDXC (dedicated slot)","16GB 3GB RAM, 32GB 3GB RAM","eMMC 5.0","Single","16 MP, 1/2.6"", 1.12µm, PDAF","LED flash, panorama, HDR","4K@30fps, 1080p@60fps, 720p@120fps, HDR","Single","Dual video call","1080p@30fps","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, EDR, LE, aptX","Yes","No","microUSB 3.0 (MHL 2.1 TV-out), OTG","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, gesture, heart rate","ANT+

S-Voice natural language commands and dictation

Air gestures","Li-Ion 2800 mAh, removable","Wireless (Qi) (market dependent)","Charcoal Black, Shimmering White, Electric Blue, Copper Gold, Sweet Pink, Glam Red","null","null","null","About 300 EUR"
"1672847334-16379","https://www.gsmarena.com/makers.php3","Samsung
1348 devices","https://www.gsmarena.com/samsung-phones-9.php","Galaxy S5 Sport","https://www.gsmarena.com/samsung_galaxy_s5_sport-6460.php","5","https://www.gsmarena.com/samsung-phones-f-9-0-p5.php","Samsung Galaxy S5 Sport","GSM / CDMA / HSPA / LTE","2014, June. Released 2014, June","Discontinued","144 x 74 x 8.9 mm (5.67 x 2.91 x 0.35 in)","158 g (5.57 oz)","null","Micro-SIM","IP67 dust/water resistant (up to 1m for 30 mins)","Super AMOLED","5.1 inches, 71.7 cm2 (~67.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~432 ppi density)","Corning Gorilla Glass 3","Android 4.4.2 (KitKat), upgradable to 6.0 (Marshmallow), TouchWiz UI","Qualcomm Snapdragon 801 (28 nm)","Quad-core 2.5 GHz Krait 400","Adreno 330","microSDXC (dedicated slot)","16GB 2GB RAM","eMMC 5.0","Single","16 MP, 1/2.6"", 1.12µm, AF","LED flash, panorama, HDR","4K@30fps, 1080p@30fps","Single","null","1080p@30fps","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, EDR, LE, aptX","Yes","No","microUSB 2.0 (MHL 2.1 TV-out), OTG","Accelerometer, gyro, proximity, compass, barometer, heart rate","ANT+","Li-Ion 2800 mAh, removable","null","Electric Blue, Cherry Red","null","null","null","About 300 EUR"
"1672847336-16380","https://www.gsmarena.com/makers.php3","Samsung
1348 devices","https://www.gsmarena.com/samsung-phones-9.php","Galaxy Core II","https://www.gsmarena.com/samsung_galaxy_core_ii-6331.php","5","https://www.gsmarena.com/samsung-phones-f-9-0-p5.php","Samsung Galaxy Core II","GSM / HSPA","2014, June. Released 2014, July","Discontinued","130.3 x 68 x 9.8 mm (5.13 x 2.68 x 0.39 in)","138 g (4.87 oz)","Glass front, plastic back, plastic frame","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","null","TFT, 256K colors","4.5 inches, 57.6 cm2 (~65.1% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~207 ppi density)","null","Android 4.4.2 (KitKat)","null","Quad-core 1.2 GHz","null","microSDXC (dedicated slot)","4GB 768MB RAM","null","Single","5 MP, AF","LED flash","480p@30fps","Single","null","","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","No","FM radio","microUSB 2.0","Accelerometer","null","Li-Ion 2000 mAh, removable","null","White, Black","null","null","null","About 130 EUR"
"1672847339-16381","https://www.gsmarena.com/makers.php3","Samsung
1348 devices","https://www.gsmarena.com/samsung-phones-9.php","Galaxy Star 2","https://www.gsmarena.com/samsung_galaxy_star_2-6481.php","5","https://www.gsmarena.com/samsung-phones-f-9-0-p5.php","Samsung Galaxy Star 2","GSM","2014, June. Released 2014, August","Discontinued","109.8 x 59.9 x 11.8 mm (4.32 x 2.36 x 0.46 in)","107.6 g (3.81 oz)","null","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","null","TFT","3.5 inches, 36.5 cm2 (~55.5% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","null","Android 4.4.2 (KitKat)","SC6815A","1.0 GHz","null","microSDHC (dedicated slot)","4GB 512MB RAM","null","Single","2 MP","null","480p@24fps","","null","null","Yes","Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","No","FM radio","microUSB 2.0","Accelerometer","null","Li-Ion 1300 mAh, removable","null","Iris Charcoal, White","null","null","null","About 120 EUR"
"1672847341-16382","https://www.gsmarena.com/makers.php3","Samsung
1348 devices","https://www.gsmarena.com/samsung-phones-9.php","Galaxy Young 2","https://www.gsmarena.com/samsung_galaxy_young_2-6480.php","5","https://www.gsmarena.com/samsung-phones-f-9-0-p5.php","Samsung Galaxy Young 2","GSM / HSPA","2014, June. Released 2014, October","Discontinued","109.8 x 59.9 x 11.8 mm (4.32 x 2.36 x 0.46 in)","108 g (3.81 oz)","null","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","null","TFT, 256K colors","3.5 inches, 36.5 cm2 (~55.5% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","null","Android 4.4.2 (KitKat)","null","1.0 GHz Cortex-A7","null","microSDHC (dedicated slot)","4GB 512MB RAM","null","Single","3.15 MP","null","480p@24fps","","null","null","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","No","FM radio","microUSB 2.0","Accelerometer","null","Li-Ion 1300 mAh, removable","null","Iris Charcoal, White","null","null","null","About 100 EUR"
"1672847343-16383","https://www.gsmarena.com/makers.php3","Samsung
1348 devices","https://www.gsmarena.com/samsung-phones-9.php","Galaxy Ace 4","https://www.gsmarena.com/samsung_galaxy_ace_4-6479.php","5","https://www.gsmarena.com/samsung-phones-f-9-0-p5.php","Samsung Galaxy Ace 4","GSM / HSPA","2014, June. Released 2014, August","Discontinued","121.4 x 62.9 x 10.8 mm (4.78 x 2.48 x 0.43 in)","123.8 g (4.37 oz)","Glass front, plastic back, plastic frame","Micro-SIM","null","TFT","4.0 inches, 45.5 cm2 (~59.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","null","Android 4.4.2 (KitKat)","null","Dual-core 1.0 GHz","null","microSDXC (dedicated slot)","4GB 512MB RAM","null","Single","5 MP, AF","LED flash, panorama","720p@30fps","Single","null","","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","No","FM radio","microUSB 2.0","Accelerometer","null","Li-Ion 1500 mAh, removable","null","Iris Charcoal, Classic White","null","null","null","About 220 EUR"
"1672847345-16384","https://www.gsmarena.com/makers.php3","Samsung
1348 devices","https://www.gsmarena.com/samsung-phones-9.php","Galaxy Ace 4 LTE G313","https://www.gsmarena.com/samsung_galaxy_ace_4_lte_g313-6478.php","5","https://www.gsmarena.com/samsung-phones-f-9-0-p5.php","Samsung Galaxy Ace 4 LTE G313","GSM / HSPA / LTE","2014, June. Released 2014, August","Discontinued","121.4 x 62.9 x 11 mm (4.78 x 2.48 x 0.43 in)","130.3 g (4.59 oz)","null","Micro-SIM","null","TFT","4.0 inches, 45.5 cm2 (~59.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","null","Android 4.4.2 (KitKat)","null","Dual-core 1.2 GHz","null","microSDXC (dedicated slot)","4GB 1GB RAM","null","Single","5 MP, AF","LED flash, panorama","720p@30fps","Single","null","","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes","FM radio","microUSB 2.0","Accelerometer","null","Li-Ion 1800 mAh, removable","null","Iris Charcoal, Classic White","null","null","null","About 250 EUR"
"1672847348-16385","https://www.gsmarena.com/makers.php3","Samsung
1348 devices","https://www.gsmarena.com/samsung-phones-9.php","Galaxy S5 mini","https://www.gsmarena.com/samsung_galaxy_s5_mini-6252.php","5","https://www.gsmarena.com/samsung-phones-f-9-0-p5.php","Samsung Galaxy S5 mini","GSM / HSPA / LTE","2014, June. Released 2014, July","Discontinued","131.1 x 64.8 x 9.1 mm (5.16 x 2.55 x 0.36 in)","120 g (4.23 oz)","null","Micro-SIM","IP67 dust/water resistant (up to 1m for 30 mins)","Super AMOLED","4.5 inches, 55.8 cm2 (~65.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~326 ppi density)","null","Android 4.4.2 (KitKat), upgradable to 5.1.1 (Lollipop), TouchWiz UI","Exynos 3470 Quad","Quad-core 1.4 GHz Cortex-A7","Mali-400MP4","microSDXC (dedicated slot)","16GB 1.5GB RAM","null","Single","8 MP, f/2.4, 31mm (standard), AF","LED flash, HDR, panorama","1080p@30fps","Single","null","1080p@30fps","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, EDR, LE, aptX","Yes (LTE model only)","No","microUSB 2.0","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, heart rate","null","Li-Ion 2100 mAh, removable","null","Charcoal Black, Shimmery White, Electric Blue and Copper Gold","Voice 73dB / Noise 67dB / Ring 78dB","Endurance rating 72h","null","About 220 EUR"
"1672847350-16386","https://www.gsmarena.com/makers.php3","Samsung
1348 devices","https://www.gsmarena.com/samsung-phones-9.php","Galaxy Star 2 Plus","https://www.gsmarena.com/samsung_galaxy_star_2_plus-6391.php","5","https://www.gsmarena.com/samsung-phones-f-9-0-p5.php","Samsung Galaxy Star 2 Plus","GSM","2014, July. Released 2014, August","Discontinued","129.7 x 65.9 x 9.4 mm (5.11 x 2.59 x 0.37 in)","129 g (4.55 oz)","null","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)","null","TFT","4.3 inches, 52.6 cm2 (~61.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)","null","Android 4.4.2 (KitKat)","null","1.2 GHz Cortex-A7","null","microSDHC (dedicated slot)","4GB 512MB RAM","null","Single","3.15 MP","LED flash","320p","","null","null","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","No","FM radio","microUSB 2.0","Accelerometer","null","Li-Ion 1800 mAh, removable","null","Black, White","null","null","null","About 90 EUR"
"1672847352-16387","https://www.gsmarena.com/makers.php3","Samsung
1348 devices","https://www.gsmarena.com/samsung-phones-9.php","Galaxy Ace NXT","https://www.gsmarena.com/samsung_galaxy_ace_nxt-6534.php","5","https://www.gsmarena.com/samsung-phones-f-9-0-p5.php","Samsung Galaxy Ace NXT","GSM / HSPA","2014, July. Released 2014, August","Discontinued","121.4 x 62.9 x 10.7 mm (4.78 x 2.48 x 0.42 in)","123 g (4.34 oz)","null","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)","null","TFT","4.0 inches, 45.5 cm2 (~59.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","null","Android 4.4.2 (KitKat)","null","1.2 GHz Cortex-A7","null","microSDHC (dedicated slot)","4GB 512MB RAM","null","Single","3.15 MP","LED flash","VGA@30fps","Single","null","","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","No","FM radio","microUSB 2.0","Accelerometer","null","Li-Ion 1500 mAh, removable","null","Black","null","null","null","About 90 EUR"
"1672847355-16388","https://www.gsmarena.com/makers.php3","Samsung
1348 devices","https://www.gsmarena.com/samsung-phones-9.php","Galaxy Tab 4 8.0 (2015)","https://www.gsmarena.com/samsung_galaxy_tab_4_8_0_(2015)-6969.php","5","https://www.gsmarena.com/samsung-phones-f-9-0-p5.php","Samsung Galaxy Tab 4 8.0 (2015)","No cellular connectivity","Exp. announcement 2015, Q3","Cancelled","210 x 124 x 8 mm (8.27 x 4.88 x 0.31 in)","320 g (11.29 oz)","null","No","null","TFT","8.0 inches, 185.6 cm2 (~71.3% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)","null","Android 4.4.4 (KitKat)","Qualcomm MSM8916 Snapdragon 410 (28 nm)","Quad-core 1.2 GHz Cortex-A53","Adreno 306","microSDXC (dedicated slot)","16GB 1.5GB RAM","eMMC 4.5","Single","3.15 MP","null","720p@30fps","Single","null","","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct","4.0, A2DP","No","No","microUSB 2.0","Accelerometer","null","Li-Po 4450 mAh, non-removable","null","White, Black","null","null","null","null"
"1672847357-16389","https://www.gsmarena.com/makers.php3","Samsung
1348 devices","https://www.gsmarena.com/samsung-phones-9.php","Metro 312","https://www.gsmarena.com/samsung_metro_312-6650.php","5","https://www.gsmarena.com/samsung-phones-f-9-0-p5.php","Samsung Metro 312","GSM","2014, May. Released 2014, June","Discontinued","112.7 x 46.4 x 13.1 mm (4.44 x 1.83 x 0.52 in)","74 g (2.61 oz)","null","GSM 900 / 1800 - SIM 1 & SIM 2","null","TFT, 65K colors","2.0 inches, 12.6 cm2 (~24.1% screen-to-body ratio)","128 x 160 pixels (~102 ppi density)","null","null","null","208 MHz","null","microSDHC (dedicated slot)","null","null","Single","0.3 MP","null","QCIF@15ps","","null","null","Yes","No","3.0, A2DP","No","Stereo FM radio","microUSB 2.0","","SNS applications

MP3/WMA/eAAC+ player

MP4/H.263 player

Organizer

Voice memo

Predictive text input","Li-Ion 1000 mAh, removable","null","White","null","null","null","null"
"1672847359-16390","https://www.gsmarena.com/makers.php3","Samsung
1348 devices","https://www.gsmarena.com/samsung-phones-9.php","Guru Music 2","https://www.gsmarena.com/samsung_guru_music_2-6651.php","5","https://www.gsmarena.com/samsung-phones-f-9-0-p5.php","Samsung Guru Music 2","GSM","2014, May. Released 2014, June","Discontinued","112.7 x 46.4 x 13.1 mm (4.44 x 1.83 x 0.52 in)","75 g (2.65 oz)","null","GSM 900 / 1800 - SIM 1 & SIM 2","null","TFT, 65K colors","2.0 inches, 12.6 cm2 (~24.1% screen-to-body ratio)","128 x 160 pixels (~102 ppi density)","null","null","null","208 MHz","null","microSDHC (dedicated slot)","null","null","","No","null","null","Loudspeaker","null","null","Yes","No","No","No","Stereo FM radio, RDS, recording","microUSB 2.0","","null","Li-Ion 800 mAh, removable","null","White","null","null","null","About 20 EUR"
"1672847361-16391","https://www.gsmarena.com/makers.php3","Samsung
1348 devices","https://www.gsmarena.com/samsung-phones-9.php","Galaxy S Duos 3","https://www.gsmarena.com/samsung_galaxy_s_duos_3-6662.php","5","https://www.gsmarena.com/samsung-phones-f-9-0-p5.php","Samsung Galaxy S Duos 3","GSM / HSPA","2014, August. Released 2014, August","Discontinued","121.4 x 62.9 x 10.8 mm (4.78 x 2.48 x 0.43 in)","124 g (4.37 oz)","null","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","null","TFT","4.0 inches, 45.5 cm2 (~59.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","null","Android 4.4.2 (KitKat)","null","Dual-core 1.2 GHz Cortex-A7","null","microSDHC (dedicated slot)","4GB 512MB RAM","null","Single","5 MP, AF","LED flash","720p@30fps","Single","null","","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","No","FM radio","microUSB 2.0","Accelerometer","null","Li-Ion 1500 mAh, removable","null","Black, Gray","null","null","null","About 100 EUR"
"1672847364-16392","https://www.gsmarena.com/makers.php3","Samsung
1348 devices","https://www.gsmarena.com/samsung-phones-9.php","Galaxy Avant","https://www.gsmarena.com/samsung_galaxy_avant-6542.php","5","https://www.gsmarena.com/samsung-phones-f-9-0-p5.php","Samsung Galaxy Avant","GSM / HSPA / LTE","2014, July. Released 2014, July","Discontinued","132.9 x 66 x 9.9 mm (5.23 x 2.60 x 0.39 in)","136.9 g (4.80 oz)","null","Micro-SIM","null","TFT","4.5 inches, 55.8 cm2 (~63.6% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)","null","Android 4.4.2 (KitKat)","Qualcomm MSM8226 Snapdragon 400 (28 nm)","Quad-core 1.2 GHz Cortex-A7","Adreno 305","microSDXC (dedicated slot)","16GB 1.5GB RAM","eMMC 4.5","Single","5 MP, AF","LED flash, panorama","720p","Single","null","","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes","No","microUSB 2.0","Accelerometer, proximity, compass","ANT+","Li-Ion 2100 mAh, removable","null","Black","null","null","null","About 160 EUR"
"1672847366-16393","https://www.gsmarena.com/makers.php3","Samsung
1348 devices","https://www.gsmarena.com/samsung-phones-9.php","Galaxy S5 mini Duos","https://www.gsmarena.com/samsung_galaxy_s5_mini_duos-6563.php","5","https://www.gsmarena.com/samsung-phones-f-9-0-p5.php","Samsung Galaxy S5 mini Duos","GSM / HSPA","2014, August. Released 2014, August","Discontinued","131.1 x 64.8 x 9.1 mm (5.16 x 2.55 x 0.36 in)","118 g (4.16 oz)","null","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","IP67 dust/water resistant (up to 1m for 30 mins)","Super AMOLED","4.5 inches, 55.8 cm2 (~65.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~326 ppi density)","null","Android 4.4.4 (KitKat), upgradable to 6.0.1 (Marshmallow), TouchWiz UI","null","Quad-core 1.4 GHz","null","microSDXC (dedicated slot)","16GB 1.5GB RAM","null","Single","8 MP, AF","LED flash, HDR, panorama","1080p@30fps","Single","null","1080p@30fps","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, EDR, LE, aptX","No","No","microUSB 2.0","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, heart rate","null","Li-Ion 2100 mAh, removable","null","Charcoal Black, Shimmery White","null","null","null","About 250 EUR"
